round,scheduler,gpu_util,avg_iter_time,avg_comm_time,high_intensity_jct,low_intensity_jct
11,crux_no_compress,0.7077985152844865,1.8738350260367778,0.5393147145611876,1.5952413762502158,1.918593390021
11,crux,0.7064018147534877,1.879411950125444,0.544891638649854,1.6179037190086971,1.9025842657569565
12,random_same,0.7466758094344109,1.5216376282188344,0.367834771445636,0.8840651005583469,1.9633726687781698
12,random_intensity,0.7374196467863599,1.5494323184413203,0.39562946166812174,0.8821411159522962,2.086910993956225
12,crux_no_compress,0.736839339648717,1.5520860931526204,0.39828323637942187,0.8798080426441847,2.1016284284446636
12,crux,0.7413109648469987,1.5370495436941274,0.3832466869209289,0.8818624843642318,2.0398535927000756
13,random_same,0.7039871732040864,1.769519981361973,0.5197901569961683,0.8439100051943486,2.7056882329431917
13,random_intensity,0.7067562804763297,1.7677725023675082,0.5180426780017033,0.8426252695937106,2.7793747208646216
13,crux_no_compress,0.6937529103346953,1.8313026047480951,0.5815727803822902,0.8422304088576839,3.0583630213421493
13,crux,0.7040729834451269,1.778601486914571,0.5288716625487662,0.8426252695937106,2.8177863144047377
14,random_same,0.5261630310790839,2.7228056753159917,1.3299427402867712,0.8557778326142632,3.34941795172651
14,random_intensity,0.5376663498481404,2.6704382933348207,1.2775753583056,0.8557778326142632,3.544620785517316
14,crux_no_compress,0.5231555294881424,2.811731522814644,1.4188685877854235,0.8557778326142632,3.792915604546215
14,crux,0.5198339091598807,2.8424149280334063,1.4495519930041856,0.8557778326142632,3.811967782763282
15,random_same,0.6798586695493625,1.6915530948553936,0.5381432342734925,0.8247981957757543,3.7665602323894176
15,random_intensity,0.6803064277787296,1.6906798459257062,0.5372699853438052,0.8247690044627464,3.7668507349365354
15,crux_no_compress,0.6872751165508414,1.66351461077328,0.510104750191379,0.8247239720901745,3.6610206974710726
15,crux,0.6843363344055166,1.6731520550691619,0.519742194487261,0.8251533929342763,3.6927901807517576
16,random_same,0.6134226939016468,2.2139667335390327,0.8667523317984893,0.8667077301306116,2.6645264826500084
16,random_intensity,0.6251872821844614,2.1506301947978934,0.8034157930573499,0.8653758780632359,2.774552765000245
16,crux_no_compress,0.6172329780253282,2.194526528089278,0.8473121263487344,0.8624843772734597,2.7096834934671588
16,crux,0.6142910864119653,2.2036445640620226,0.8564301623214794,0.8641994643575647,2.710856454765899
17,random_same,0.7040864812856952,1.7575418657115809,0.5149758077668946,0.8633376840655056,2.3603339936691854
17,random_intensity,0.7023294498766374,1.7671950668397698,0.5246290088950836,0.8633376840655056,2.4876775752029086
17,crux_no_compress,0.6976553955946664,1.7856837614320829,0.5431177034873967,0.8633376840655056,2.512395303481345
17,crux,0.6942394564670049,1.7917131082890225,0.5491470503443362,0.8633376840655056,2.5129554098887086
18,random_same,0.7673020154041436,1.4902231220326456,0.3427659683155747,0.8421765695075514,2.1947992112184163
18,random_intensity,0.7642685909824196,1.4980414426801765,0.3505842889631056,0.8420216367977508,2.231220752335867
18,crux_no_compress,0.7666255219463719,1.4931984844227582,0.3457413307056873,0.8419827779095167,2.244681195294267
18,crux,0.7660543849926046,1.493560417772084,0.3461032640550133,0.8420461332640985,2.2316203673121824
19,random_same,0.5985911511992591,2.3324661497867316,0.9531605852436742,1.951789813491066,1.7688523658150355
19,random_intensity,0.6059744778132562,2.298598655024926,0.9192930904818685,1.8015935308689242,1.8902238320691995
19,crux_no_compress,0.6021100734347457,2.323803395802006,0.9444978312589488,1.9211425876090154,1.8174140522951987
19,crux,0.6014962710799954,2.316130539977865,0.9368249754348071,1.9063145111945663,1.8492914008322827
