round,scheduler,gpu_util,avg_iter_time,avg_comm_time,high_intensity_jct,low_intensity_jct
0,random_same,0.8034669885276812,1.4979361953447228,0.2778518452168931,1.3729005608570137,1.8119980925698724
0,random_intensity,0.802497999971614,1.499909240668877,0.2798248905410472,1.3729005608570137,1.8279177633838188
0,crux_no_compress,0.8110932133190796,1.4843065221953557,0.2642221720675261,1.3737325936795115,1.7650107988474795
0,crux,0.8086201268905436,1.4884807800352498,0.26839642990742,1.37353023862642,1.7759755717391565
1,random_same,0.6989196494621216,1.8335792572692224,0.54972374653774,1.2226936518798233,1.7156231197538452
1,random_intensity,0.7044996186478005,1.83338429317566,0.5495287824441778,1.1403422199596103,1.8492656840272341
1,crux_no_compress,0.7040333884821073,1.8532450838874803,0.569389573155998,1.160033870379896,1.9332791866515837
1,crux,0.7031179899703627,1.8364914324419153,0.552635921710433,1.1846007462138393,1.819904540494814
2,random_same,0.7727175217597683,1.4508422150036935,0.3146985285533969,0.8891047717424939,2.4752576645011657
2,random_intensity,0.7665333697049795,1.4699578484714706,0.3338141620211741,0.8891047717424939,2.5517201983722724
2,crux_no_compress,0.7724565251724961,1.4592259557695633,0.3230822693192667,0.8881039013573577,2.504362448327802
2,crux,0.7733828355310693,1.4522818911714004,0.3161382047211038,0.8892298306059371,2.471567323841186
3,random_same,0.760356796540439,1.6537330912904615,0.37634992283341256,0.8816224085791362,1.992680577603668
3,random_intensity,0.7625762380844028,1.65670326599809,0.3793200975410411,0.8816224085791362,2.111493222729128
3,crux_no_compress,0.7657916459380467,1.648630594327258,0.3712474258702089,0.8816224085791362,2.0645174972162468
3,crux,0.7635450277973316,1.650089986047442,0.3727068175903931,0.8816224085791362,2.0369302800821547
4,random_same,0.832654987509791,1.2402753613224846,0.18362655695294,0.8279548141977481,1.8978036574276924
4,random_intensity,0.8348152884497276,1.236776117928624,0.1801273135590795,0.8274839273614356,1.9009852745718998
4,crux_no_compress,0.8351518528266481,1.2362898658878847,0.17964106151834003,0.827954814197748,1.8975369563558557
4,crux,0.8351287474520604,1.236289147789446,0.17964034341990137,0.8274839273614356,1.8977008608788903
5,random_same,0.6253285849297754,2.2784576853618206,0.8864847032639235,0.8533338714456726,1.5757198509493966
5,random_intensity,0.6313931459497051,2.2450153356503257,0.8530423535524285,0.8527472705408532,1.5933897753508948
5,crux_no_compress,0.6264169677706669,2.2650601724894703,0.8730871903915731,0.8530077033956183,1.6340865323837725
5,crux,0.6266472337397918,2.2730125891223443,0.8810396070244474,0.8534293499357586,1.5831882148993803
6,random_same,0.7197634337401413,1.7262406324042867,0.47519071572060123,0.8450273153958827,2.0549972428402983
6,random_intensity,0.7172200507592762,1.7312845403909294,0.4802346237072438,0.8450273153958827,2.122783135426325
6,crux_no_compress,0.7263032747106587,1.7142678248609204,0.463217908177235,0.8465465170444546,2.099079556336642
6,crux,0.7203551825098281,1.7275273871805585,0.4764774704968731,0.8465465170444546,2.0936205509988683
7,random_same,0.7029034523435096,1.7785918806614809,0.5343478675563018,0.9901334204742477,2.3347656428018806
7,random_intensity,0.7144947251510585,1.7503501423900807,0.5061061292849017,0.9638008023661527,2.405839396802951
7,crux_no_compress,0.7029507494355925,1.7846064388618736,0.5403624257566946,1.0150410685875353,2.4335351677510717
7,crux,0.7101755073997135,1.759231799705201,0.5149877866000221,1.0018267310130031,2.3289587346838556
8,random_same,0.6718394457530859,1.925136157416494,0.6112321310959602,0.8578281652197498,2.12472235383536
8,random_intensity,0.6691465887755796,1.9369253663045287,0.6230213399839949,0.8576651392909904,2.218754873771327
8,crux_no_compress,0.6632384159624007,2.0029765496608523,0.6890725233403184,0.8575564553384841,2.4222870206762623
8,crux,0.6621549807005767,1.9887388603350602,0.6748348340145265,0.8576923102791169,2.28081464668331
9,random_same,0.5967815131929002,2.4570458701071507,1.0264784435583652,0.8479950305513604,2.248968197128188
9,random_intensity,0.5997669888204693,2.4364057870449787,1.0058383604961936,0.8470582133238527,2.3273799913075934
9,crux_no_compress,0.5951991290902056,2.4672357574017147,1.0366683308529294,0.8514697986527276,2.3986211869079685
9,crux,0.5955153467893416,2.4635520817583325,1.0329846552095472,0.850805313809613,2.305214966848639
10,random_same,0.6328341890800531,2.2066413274782826,0.8183163175778355,1.662004723441825,2.1546807228916838
10,random_intensity,0.6407075051125434,2.1745333246093597,0.7862083147089127,1.533964685265914,2.169880327443287
10,crux_no_compress,0.6338889355805135,2.1916742578103032,0.8033492479098564,1.579717306298533,2.2803579022149827
10,crux,0.6435644924780696,2.1566976243235283,0.7683726144230815,1.5627860353105085,2.197189094437994
11,random_same,0.7148962789377218,1.8463689001196177,0.5118485886440277,1.6027823503124465,1.7874497103110518
11,random_intensity,0.7124817493339226,1.8662650331820716,0.5317447217064815,1.545601940517255,1.931962344990781
