scheduler,topology,comm_plan,workload,placement_mode,placement_objective,overlap_ratio,makespan_s,avg_jct_s,avg_comm_s,avg_compute_wait_s,useful_gpu_fraction,jobs,ranks,rounds,hosts,gpus_per_host
crux_no_compress,three_tier_clos,ring,trace,optimize,balanced,0.000000,181.719560,10.863034,4.455432,0.000000,0.207435,48,8,3,8,8
