scheduler,topology,comm_plan,workload,placement_mode,placement_objective,job_id,model,ranks,trace_start_s,sim_start_s,sim_finish_s,jct_s,comm_s,compute_s,tensor_gib,intensity,placement
crux_no_compress,ascend,ring,synthetic,optimize,balanced,2,synthetic,8,0.000000,0.000000,7.775675,7.775675,3.236451,1.265609,0.716645,608001173.609735,6:0;7:0;6:1;7:1;6:2;7:2;6:3;7:3
crux_no_compress,ascend,ring,synthetic,optimize,balanced,3,synthetic,8,0.000000,0.000000,1.828266,1.828266,1.110466,0.299084,9.096861,32658700195.001358,3:0;3:1;3:2;3:3;3:4;3:5;3:6;3:7
crux_no_compress,ascend,ring,synthetic,optimize,balanced,4,synthetic,8,0.000000,0.000000,1.857008,1.857008,1.176608,0.283500,9.638824,36506519330.634674,0:0;0:1;0:2;0:3;0:4;0:5;0:6;0:7
crux_no_compress,ascend,ring,synthetic,optimize,balanced,5,synthetic,8,0.000000,0.000000,10.223937,10.223937,3.805796,1.658161,0.797007,516101780.945749,6:4;7:4;6:5;7:5;6:6;7:6;6:7;7:7
crux_no_compress,ascend,ring,synthetic,optimize,balanced,6,synthetic,8,0.000000,0.000000,2.145516,2.145516,1.266043,0.366447,10.371652,30390390190.311924,4:0;4:1;4:2;4:3;4:4;4:5;4:6;4:7
crux_no_compress,ascend,ring,synthetic,optimize,balanced,7,synthetic,8,0.000000,0.000000,24.744247,24.744247,23.032608,0.427910,10.470158,26272467870.272526,6:0;7:0;6:1;7:1;6:2;7:2;6:3;7:3
crux_no_compress,ascend,ring,synthetic,optimize,balanced,8,synthetic,8,0.000000,0.000000,11.510610,11.510610,5.970822,1.292181,1.515434,1259254399.633792,6:4;7:4;6:5;7:5;6:6;7:6;6:7;7:7
crux_no_compress,ascend,ring,synthetic,optimize,balanced,9,synthetic,8,0.000000,0.000000,2.123327,2.123327,1.312682,0.337768,10.753814,34185608902.838707,2:0;2:1;2:2;2:3;2:4;2:5;2:6;2:7
crux_no_compress,ascend,ring,synthetic,optimize,balanced,10,synthetic,8,0.000000,0.000000,2.180612,2.180612,1.374028,0.336077,11.256473,35963653528.793274,1:0;1:1;1:2;1:3;1:4;1:5;1:6;1:7
crux_no_compress,ascend,ring,synthetic,optimize,balanced,11,synthetic,8,0.000000,0.000000,9.878941,9.878941,5.564770,1.171837,1.348916,1235997695.369468,6:0;7:0;6:1;7:1;6:2;7:2;6:3;7:3
crux,ascend,ring,synthetic,optimize,balanced,0,synthetic,8,0.000000,0.000000,1.841236,1.841236,1.049201,0.330015,8.594861,27964405134.098450,5:0;5:1;5:2;5:3;5:4;5:5;5:6;5:7
crux,ascend,ring,synthetic,optimize,balanced,1,synthetic,8,0.000000,0.000000,23.840583,23.840583,21.859746,0.495209,9.277925,20116950358.263126,6:4;7:4;6:5;7:5;6:6;7:6;6:7;7:7
crux,ascend,ring,synthetic,optimize,balanced,2,synthetic,8,0.000000,0.000000,7.775675,7.775675,3.236451,1.265609,0.716645,608001173.609735,6:0;7:0;6:1;7:1;6:2;7:2;6:3;7:3
crux,ascend,ring,synthetic,optimize,balanced,3,synthetic,8,0.000000,0.000000,1.828266,1.828266,1.110466,0.299084,9.096861,32658700195.001358,3:0;3:1;3:2;3:3;3:4;3:5;3:6;3:7
crux,ascend,ring,synthetic,optimize,balanced,4,synthetic,8,0.000000,0.000000,1.857008,1.857008,1.176608,0.283500,9.638824,36506519330.634674,0:0;0:1;0:2;0:3;0:4;0:5;0:6;0:7
crux,ascend,ring,synthetic,optimize,balanced,5,synthetic,8,0.000000,0.000000,10.223937,10.223937,3.805796,1.658161,0.797007,516101780.945749,6:4;7:4;6:5;7:5;6:6;7:6;6:7;7:7
crux,ascend,ring,synthetic,optimize,balanced,6,synthetic,8,0.000000,0.000000,2.145516,2.145516,1.266043,0.366447,10.371652,30390390190.311924,4:0;4:1;4:2;4:3;4:4;4:5;4:6;4:7
crux,ascend,ring,synthetic,optimize,balanced,7,synthetic,8,0.000000,0.000000,24.744247,24.744247,23.032608,0.427910,10.470158,26272467870.272526,6:0;7:0;6:1;7:1;6:2;7:2;6:3;7:3
crux,ascend,ring,synthetic,optimize,balanced,8,synthetic,8,0.000000,0.000000,11.510610,11.510610,5.970822,1.292181,1.515434,1259254399.633792,6:4;7:4;6:5;7:5;6:6;7:6;6:7;7:7
crux,ascend,ring,synthetic,optimize,balanced,9,synthetic,8,0.000000,0.000000,2.123327,2.123327,1.312682,0.337768,10.753814,34185608902.838707,2:0;2:1;2:2;2:3;2:4;2:5;2:6;2:7
crux,ascend,ring,synthetic,optimize,balanced,10,synthetic,8,0.000000,0.000000,2.180612,2.180612,1.374028,0.336077,11.256473,35963653528.793274,1:0;1:1;1:2;1:3;1:4;1:5;1:6;1:7
crux,ascend,ring,synthetic,optimize,balanced,11,synthetic,8,0.000000,0.000000,9.878941,9.878941,5.564770,1.171837,1.348916,1235997695.369468,6:0;7:0;6:1;7:1;6:2;7:2;6:3;7:3
